Word1,Word2,Predicted
precedent,collection,0.4490295648574829
precedent,example,0.5001378059387207
precedent,group,0.40324556827545166
precedent,information,0.3597181439399719
precedent,law,0.36409807205200195
prejudice,recognition,0.5311166048049927
preservation,world,0.35510924458503723
president,medal,0.525489866733551
problem,airport,0.4278964698314667
problem,challenge,0.5662319660186768
production,crew,0.4682757556438446
professor,doctor,0.49266237020492554
profit,loss,0.7250035405158997
profit,warning,0.3029007017612457
psychology,anxiety,0.5481959581375122
psychology,depression,0.43571609258651733
psychology,discipline,0.6735144853591919
psychology,doctor,0.3282206356525421
psychology,fear,0.5510163307189941
psychology,Freud,0.5722182989120483
psychology,health,0.5955705046653748
psychology,mind,0.4971961975097656
psychology,science,0.685124397277832
reason,criterion,0.4256831705570221
record,number,0.28543820977211
registration,arrangement,0.46247628331184387
report,gain,0.3920450806617737
rock,jazz,0.5382047891616821
school,center,0.4710450768470764
secretary,senate,0.5939292907714844
seven,series,0.39143049716949463
shower,flood,0.6020662784576416
situation,conclusion,0.6504762768745422
situation,isolation,0.5300498604774475
size,prominence,0.46537452936172485
skin,eye,0.5399647951126099
smart,student,0.2325897514820099
smart,stupid,0.6794255375862122
soap,opera,0.35123521089553833
space,chemistry,0.4375251829624176
space,world,0.3741624653339386
start,match,0.4825456738471985
start,year,0.43560537695884705
stock,CD,0.39874762296676636
stock,egg,0.3992421329021454
stock,jaguar,0.342292845249176
stock,life,0.3209102749824524
stock,live,0.1747826784849167
stock,market,0.5385643839836121
stock,phone,0.35516557097435
street,avenue,0.6777791976928711
street,block,0.6303848624229431
street,children,0.2987486720085144
street,place,0.3811841309070587
stroke,hospital,0.4289061725139618
student,professor,0.5623278617858887
sugar,approach,0.2531508207321167
summer,drought,0.5235129594802856
summer,nature,0.22058787941932678
telephone,communication,0.2855699062347412
television,film,0.467312216758728
television,radio,0.5157960057258606
tennis,racket,0.28489959239959717
territory,kilometer,0.32434481382369995
territory,surface,0.510042667388916
theater,history,0.5106387734413147
tiger,animal,0.4004267752170563
tiger,cat,0.5354626178741455
tiger,jaguar,0.6108085513114929
tiger,organism,0.6812452077865601
tiger,tiger,0.9999999403953552
tiger,zoo,0.5002219676971436
train,car,0.6734143495559692
travel,activity,0.401347279548645
treatment,recovery,0.592552900314331
type,kind,0.5615652799606323
victim,emergency,0.39191851019859314
war,troops,0.3286157250404358
weapon,secret,0.5447114706039429
weather,forecast,0.3921775817871094
Wednesday,news,0.49859508872032166
wood,forest,0.5392516255378723
word,similarity,0.4089395999908447
