Word1,Word2,Predicted
fertility,egg,-0.052371878176927567
five,month,0.05577607452869415
focus,life,0.04640330374240875
food,fruit,0.15393419563770294
food,preparation,0.3006531000137329
football,basketball,0.27055346965789795
football,tennis,0.37155604362487793
forest,graveyard,0.04120364785194397
furnace,stove,-0.0125106330960989
game,defeat,0.003053666092455387
game,round,0.1591726541519165
game,series,0.3560258746147156
game,team,0.27677223086357117
game,victory,0.20344285666942596
glass,metal,0.31205201148986816
government,crisis,0.08888395130634308
governor,interview,-0.00682291854172945
governor,office,-0.020289015024900436
grocery,money,0.04392191022634506
Harvard,Yale,0.33439260721206665
holy,sex,0.009277775883674622
hotel,reservation,0.1205700933933258
hundred,percent,0.22630852460861206
image,surface,0.1196250393986702
investigation,effort,0.15624482929706573
jaguar,car,0.1757776141166687
jaguar,cat,0.06972798705101013
Japanese,American,0.23397210240364075
Jerusalem,Israel,0.2229291796684265
journal,association,0.24725134670734406
journey,car,-0.03969816118478775
journey,voyage,0.28661924600601196
king,queen,0.2563284933567047
lad,brother,0.1049368679523468
law,lawyer,0.06831437349319458
lawyer,evidence,0.027943670749664307
liability,insurance,0.3303966820240021
life,death,0.2311248481273651
life,lesson,0.1425839513540268
life,term,0.03929832577705383
line,insurance,-0.010441545397043228
liquid,water,0.2653532326221466
listing,category,0.1770273596048355
listing,proximity,-0.10018427670001984
love,sex,0.09290044009685516
lover,quarrel,0.016582204028964043
luxury,car,0.15541601181030273
man,governor,0.048951052129268646
man,woman,0.6768189072608948
Mars,scientist,-0.07624714076519012
Mars,water,0.16428537666797638
media,gain,0.040551602840423584
media,radio,0.05720924213528633
media,trading,0.26465946435928345
Mexico,Brazil,0.03880317509174347
midday,noon,-0.060347963124513626
mile,kilometer,0.3971000909805298
minister,party,0.2618129253387451
ministry,culture,0.1139819324016571
minority,peace,-0.03343845158815384
money,bank,0.0809117779135704
money,cash,0.19937320053577423
money,cash,0.19937320053577423
money,currency,0.0562872588634491
money,deposit,0.09383735060691833
money,dollar,0.15021106600761414
money,laundering,0.020277855917811394
money,operation,0.16344405710697174
money,possession,0.004787104204297066
money,property,0.08683168143033981
money,wealth,0.01615515723824501
money,withdrawal,0.1831522434949875
monk,slave,-0.09551805257797241
month,hotel,0.027537168934941292
morality,importance,0.11365891247987747
morality,marriage,0.05173235759139061
movie,critic,0.07419037818908691
movie,star,0.21691001951694489
movie,theater,0.1236012727022171
museum,theater,0.18688255548477173
music,project,0.0751110166311264
nature,environment,0.15372085571289062
nature,man,0.09313387423753738
network,hardware,0.03431925177574158
news,report,0.3310537040233612
noon,string,-0.005392068065702915
observation,architecture,-0.007749107666313648
oil,stock,0.22930938005447388
opera,industry,-0.006944001652300358
opera,performance,0.0728895366191864
peace,atmosphere,-0.018322382122278214
peace,insurance,-0.013385042548179626
peace,plan,0.06250825524330139
phone,equipment,0.02814268320798874
physics,chemistry,0.1309068202972412
plane,car,0.3125207722187042
planet,moon,0.07534951716661453
planet,people,-0.0008042734116315842
planet,space,0.05966361239552498
planet,star,0.10346820950508118
planet,sun,0.07564044743776321
population,development,0.14343330264091492
possibility,girl,0.15247027575969696
practice,institution,-0.11375834047794342
precedent,collection,0.18061083555221558
precedent,example,0.3348466753959656
precedent,group,0.21667738258838654
precedent,information,0.03167077898979187
precedent,law,0.013604480773210526
prejudice,recognition,-0.08059197664260864
preservation,world,0.09798695892095566
president,medal,0.03824685513973236
problem,airport,-0.061870768666267395
problem,challenge,0.2589667737483978
production,crew,0.06799928843975067
professor,doctor,0.08945479989051819
profit,loss,0.17883944511413574
profit,warning,-0.018969301134347916
psychology,anxiety,-0.04517011716961861
psychology,depression,0.039063844829797745
psychology,discipline,0.13489486277103424
psychology,doctor,0.16197019815444946
psychology,fear,0.0843842476606369
psychology,Freud,-0.06955822557210922
psychology,health,0.015864752233028412
psychology,mind,-0.07184787839651108
psychology,science,0.1904526650905609
reason,criterion,0.12713772058486938
record,number,0.14840421080589294
registration,arrangement,-0.019748393446207047
report,gain,0.12019746750593185
rock,jazz,0.029831547290086746
school,center,0.08910134434700012
secretary,senate,0.21361419558525085
seven,series,0.040796589106321335
shower,flood,-0.016801107674837112
situation,conclusion,0.32039159536361694
situation,isolation,0.03828900307416916
size,prominence,0.07709082961082458
skin,eye,-0.001822066493332386
smart,student,0.062311653047800064
smart,stupid,0.06971577554941177
soap,opera,-0.01920742727816105
space,chemistry,0.14252690970897675
space,world,0.16258953511714935
start,match,0.09280224144458771
start,year,0.10963007807731628
stock,CD,0.023783382028341293
stock,egg,0.009414196014404297
stock,jaguar,0.024145260453224182
stock,life,0.05283225327730179
stock,live,-0.06523475050926208
stock,market,0.4080509543418884
stock,phone,0.0831151157617569
street,avenue,0.38574734330177307
street,block,0.4198344349861145
street,children,0.035255156457424164
street,place,0.13531841337680817
stroke,hospital,-0.020767120644450188
student,professor,0.40137216448783875
sugar,approach,0.09210002422332764
summer,drought,0.056597381830215454
summer,nature,-0.06545832753181458
telephone,communication,0.06252184510231018
television,film,0.0624595507979393
television,radio,0.012067560106515884
tennis,racket,0.021663403138518333
territory,kilometer,-0.03645331412553787
territory,surface,0.002932783216238022
theater,history,0.027983110398054123
tiger,animal,-0.025552360340952873
tiger,cat,0.10868383198976517
tiger,jaguar,0.024586550891399384
tiger,organism,0.32330018281936646
tiger,tiger,1.0
tiger,zoo,0.2932557761669159
train,car,0.15688712894916534
travel,activity,0.09800823032855988
treatment,recovery,0.04134527966380119
type,kind,0.4053841531276703
victim,emergency,0.07208039611577988
war,troops,0.03174065425992012
weapon,secret,0.10855496674776077
weather,forecast,-0.0005566403269767761
Wednesday,news,0.09130974113941193
wood,forest,0.03456897288560867
word,similarity,0.07517804950475693
