Word1,Word2,Predicted
television,film,0.025234168395400047
television,radio,-0.049427445977926254
tennis,racket,-0.14822140336036682
territory,kilometer,0.27092185616493225
territory,surface,0.44761988520622253
theater,history,0.1975996494293213
tiger,animal,0.40623030066490173
tiger,cat,0.3643007278442383
tiger,jaguar,0.5826846957206726
tiger,organism,0.6347464919090271
tiger,tiger,1.0000001192092896
tiger,zoo,0.6243153810501099
train,car,0.5619509220123291
travel,activity,0.1913783848285675
treatment,recovery,0.47523850202560425
type,kind,0.47880396246910095
victim,emergency,0.07801152765750885
war,troops,0.14162714779376984
weapon,secret,0.24784061312675476
weather,forecast,0.024443885311484337
Wednesday,news,0.3084648549556732
wood,forest,0.43981263041496277
word,similarity,0.2567378282546997
